id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13247,Back Bay studio apartment,51637,Susan,,Back Bay,42.35164,-71.08752,Entire home/apt,75,91,0,,,2,0,0,
205894,Reautiful room in Victorian House/Room 2,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,70,3,204,2019-09-30,1.59,7,333,0,STR-457920
2444202,Beacon Hill apartment - 1 bedroom + office,51637,Susan,,Beacon Hill,42.3596,-71.06555,Entire home/apt,65,91,0,,,2,0,0,
3325306,Quiet Southie 2bd Near the Beach and Broadway,10849730,Kara,,South Boston,42.33306,-71.03291,Entire home/apt,130,120,23,2021-03-08,0.24,1,240,0,STR-413417
4244593,Best - Harvard/MIT/Cambridge 1 Bdrm,710114,Jordan &,,Allston,42.37626,-71.13399,Entire home/apt,150,2,59,2021-11-25,0.65,2,156,1,
6609546,Beautiful Waterfront Location.,34584706,George,,South Boston Waterfront,42.34791,-71.04196,Private room,149,29,225,2020-03-12,2.72,2,365,0,STR-416477
6677469,south end/back bay brownstone,34949685,Oine,,South End,42.34449,-71.07674,Entire home/apt,277,3,56,2021-09-27,0.69,1,105,2,STR-416571
6764572,Experience an 1880s Victorian house,35411494,Jon&Margrit,,Jamaica Plain,42.31783,-71.10651,Private room,95,1,230,2021-03-02,2.79,2,0,0,STR 383312
6990904,Cozy JP bedroom near Orange Line T,16337422,Orion,,Jamaica Plain,42.31355,-71.10003,Private room,161,91,25,2019-05-19,0.31,2,179,0,
7875315,Diana's Green line T to Downtown Boston,38845897,Diana,,Jamaica Plain,42.33011,-71.11882,Private room,88,91,12,2018-11-16,0.17,1,364,0,
8116523,Brownstone in heart of Back Bay,42431392,Frank,,Back Bay,42.3544,-71.07637,Entire home/apt,5000,91,181,2018-05-19,2.27,5,0,0,
8133752,Cozy room near Baker Chocolate Factory #1,42952459,Andrew,,Mattapan,42.27463,-71.07057,Private room,70,91,33,2018-08-26,0.42,1,363,0,
8442940,Sunny and cozy home near one end of freedom trail,3022224,Krishna & Meena,,Charlestown,42.37736,-71.06517,Entire home/apt,146,2,304,2022-03-05,3.85,1,1,58,STR-403917
8607856,Sunny Modern 2BR apt in Boston,31545543,Zack,,Allston,42.34751,-71.13569,Entire home/apt,298,91,0,,,1,0,0,
9169272,Spacious one bedroom in Beacon Hill,47719377,Erin,,Beacon Hill,42.35964,-71.06552,Entire home/apt,130,91,1,2015-11-15,0.01,1,0,0,
9327506,Luxury in Back Bay / South End,19642206,Spencer,,Back Bay,42.34473,-71.07953,Entire home/apt,450,91,1,2016-05-29,0.01,1,0,0,
10627514,Sunny JP bedroom near Orange Line T,16337422,Orion,,Jamaica Plain,42.31548,-71.1016,Private room,78,91,24,2019-11-03,0.33,2,365,0,
11462476,"Back Bay Near Fenway, Hynes, the T",1369968,Christopher,,Back Bay,42.34982,-71.09015,Entire home/apt,197,29,155,2022-01-21,2.11,2,121,3,
11798362,Charming Single Family in Boston’s South End,62825574,Patrick,,South End,42.34652,-71.0708,Entire home/apt,895,91,0,,,1,0,0,
12254831,Cozy one bed room near BC,36965419,Patarasak,,Brighton,42.34079,-71.15367,Private room,55,91,0,,,1,0,0,
12306135,Urban Glamping North End Waterfront,66356498,Lauren,,North End,42.3626,-71.05255,Entire home/apt,45,91,0,,,1,0,0,
12535687,In-Law Apartment,30349101,Rossanna,,Roslindale,42.28244,-71.13115,Entire home/apt,125,91,44,2019-10-27,0.66,1,0,0,
12997334,1 BR apartment near Harvard,24584254,Ak,,Allston,42.36546,-71.12005,Entire home/apt,99,91,9,2017-01-08,0.13,1,0,0,
13029806,"1 bedroom 1 bathroom in South End, Boston",71992437,Val,,South End,42.33686,-71.0692,Entire home/apt,210,91,30,2019-07-18,0.47,1,0,0,
13478868,Brighton-Allston quiet neighborhood/furnished,77158766,Eunice,,Brighton,42.35887,-71.14571,Private room,41,91,7,2019-12-20,0.1,5,274,0,
13555596,Beautifully renovated one bedroom,9974234,Richard,,South Boston,42.3377,-71.02886,Entire home/apt,100,91,1,2016-08-18,0.01,1,0,0,
13942599,"Cozy Room steps to  Longwood, and Medical Area",82946167,Yuan,,Longwood Medical Area,42.3388,-71.11215,Private room,45,29,8,2020-10-31,0.12,2,31,0,
14533848,1 bedrooms available in 4 bed unit,89884123,Craig,,Brighton,42.342,-71.1395,Private room,75,270,2,2016-08-28,0.03,1,364,0,
14928666,Pied-à-Terre on The Hill,11709426,Hunter,,Beacon Hill,42.35908,-71.06489,Entire home/apt,98,91,3,2017-07-04,0.05,1,0,0,
15018607,"Cute 1 bedroom in East Boston,  close to airport",94792025,Cloe,,East Boston,42.36848,-71.03665,Entire home/apt,120,1,313,2022-03-13,4.67,1,38,37,STR-401058
16453322,Cozy Southie pad 3,34343733,Steven,,South Boston,42.33537,-71.04247,Entire home/apt,250,91,83,2019-11-05,1.36,1,0,0,
17300267,Love Boston/Walkers Paradise/Safe and Cozy @ Home,47618394,Liesl,,South End,42.34374,-71.0764,Entire home/apt,209,2,243,2022-03-12,3.98,1,15,65,STR-446061
18804297,Private Room  nr Longwood Medical Area,82946167,Yuan,,Longwood Medical Area,42.33935,-71.11427,Private room,39,60,3,2021-07-01,0.05,2,0,1,
18974032,10 Allston,106561162,Lucia,,Allston,42.3534,-71.13544,Private room,50,91,27,2017-08-24,0.46,1,0,0,
19081593,Southie Chill Spot|1 BR 1BA #401,814298,Thatch,,South Boston,42.3429,-71.05759,Entire home/apt,150,3,67,2021-12-30,1.18,93,39,19,Exempt: This listing is a hotel or motel
19412875,Home Away from Home!Free Street Parking!No smoking,135920429,Wendy And Juan,,Mattapan,42.27861,-71.09858,Private room,50,29,99,2021-12-31,1.72,1,332,1,STR-397966
20431834,Southie Townhome with Private Room/Bath/Entrance!,99396351,Nick,,South Boston,42.33474,-71.05545,Private room,140,1,134,2021-10-30,2.39,1,9,15,STR-401218
21006936,Becon Hill/MGH,151248865,Yao,,Beacon Hill,42.36101,-71.06874,Entire home/apt,130,91,6,2021-12-31,0.12,1,364,1,
21454153,Minion? *Family*Tourist/Convention/Subway 130-1,26704689,Mac,,South Boston,42.33623,-71.05418,Entire home/apt,275,91,43,2019-08-11,0.81,5,262,0,
21712033,BOSTON RED-3 MIN TO GREEN LINE T A/C in the room,25623270,Kursad,,Allston,42.35345,-71.12856,Private room,61,91,57,2019-08-14,1.08,2,0,0,
21735562,3 MIN TO GREEN LİNE- BOSTON BLUE ROOM,25623270,Kursad,,Allston,42.35144,-71.12878,Private room,57,91,125,2019-08-27,2.37,2,0,0,
22291813,Stylish house 5 min from Waterfront,156730180,Benny,,East Boston,42.37991,-71.02148,Entire home/apt,229,29,260,2021-01-28,5.03,4,270,0,STR-416221
24186330,"Rusty's 1st Floor Queen Bedroom, Private Bath",19197577,Ken,,Roslindale,42.28471,-71.12891,Private room,116,28,33,2022-02-28,0.69,3,262,2,STR-455872
25079212,Brigton/Allston peaceful home close to Harvard BU,77158766,Eunice,,Brighton,42.36051,-71.14552,Private room,41,91,3,2020-05-02,0.08,5,364,0,
26656189,Single Family House in heart of South Boston,21538402,Kayla,,South Boston,42.33504,-71.04683,Entire home/apt,800,29,9,2020-03-16,0.2,1,364,0,STR-404324
27990984,Bina’s Home away from Home 2,153568352,Frederick & Sabina,,Mattapan,42.27684,-71.0851,Private room,150,1,70,2019-09-19,1.61,1,207,0,STR-445640
28863227,"2 min to Airport,  2 train stops to Downtown",217617282,Beaux,,East Boston,42.3758,-71.03436,Entire home/apt,175,91,110,2019-12-30,2.6,4,147,0,Exempt: This listing is a unit that has contracts with hospitals
29414748,"Next to Airport, 5 min to Downtown",217617282,Beaux,,East Boston,42.37376,-71.03123,Entire home/apt,175,91,88,2019-12-12,2.12,4,180,0,Exempt: This listing is a unit used for furnished institutional or business stays
29609066,A historic home near Longwood & NEU,52081526,Thomas,,Roxbury,42.32731,-71.09191,Private room,58,29,7,2020-08-01,0.17,2,234,0,
29610220,Room + private bath near hospitals & NEU,52081526,Thomas,,Roxbury,42.32731,-71.09191,Private room,75,29,5,2021-12-27,0.14,2,207,1,
30395670,Studio near Fenway and Colleges,169505599,Sam,,Fenway,42.34479,-71.08808,Entire home/apt,160,1,72,2022-02-25,1.84,2,135,28,Exempt: This listing is a hotel or motel
30505051,Studio in the heart of Boston! Furnished!,169505599,Sam,,Fenway,42.34348,-71.08987,Entire home/apt,137,2,67,2022-02-12,1.69,2,59,25,Exempt: This listing is a hotel or motel
31057539,Beacon Hill Hideaway,57565535,Holly,,Beacon Hill,42.35845,-71.06937,Entire home/apt,120,2,182,2022-03-15,4.65,1,4,56,STR-445521
32365346,Desirable Boston Neighborhood near Downtown&Beach4,33656138,Stacy,,Dorchester,42.31634,-71.05967,Private room,80,1,28,2020-07-28,0.77,1,313,0,STR-416670
32894516,★ The Elephant Room | Close to Subway + Downtown ★,102027626,Romo & Nayeli,,Dorchester,42.28995,-71.06728,Private room,89,2,48,2020-08-16,1.36,7,0,0,STR-398049
32895915,★ The Map Room | Close to Subway + Downtown ★,102027626,Romo & Nayeli,,Dorchester,42.28862,-71.0672,Private room,89,2,35,2021-05-16,1.0,7,0,1,STR-398049
34718744,Vibrant South End condo,8077502,Brittany,,South End,42.3403,-71.07948,Entire home/apt,200,91,6,2019-08-11,0.17,1,363,0,
35617006,BU.  MIT. Mass. General Hospital. Casino.,247324615,Ana,,East Boston,42.36954,-71.03799,Entire home/apt,176,2,32,2020-07-05,0.96,2,19,0,Exempt: This listing is a hotel or motel
36423296,Incredible Location Newly Renovated,273851969,Ryan,,Back Bay,42.35279,-71.08226,Entire home/apt,110,91,2,2019-09-18,0.06,1,179,0,
38026865,Private bedroom in South Boston nr Downtown 130-1D,26704689,Mac,,South Boston,42.33428,-71.05296,Private room,40,91,0,,,5,365,0,
38148436,Private bedroom in South Boston nr Downtown 130-1A,26704689,Mac,,South Boston,42.33431,-71.05429,Private room,40,91,3,2021-05-08,0.1,5,365,1,
38163886,Private bedroom in South Boston nr Downtown 130-1B,26704689,Mac,,South Boston,42.33464,-71.05451,Private room,47,91,2,2021-08-28,0.09,5,365,1,
38164617,Private bedroom in South Boston nr Downtown 130-1C,26704689,Mac,,South Boston,42.33605,-71.05349,Private room,50,91,1,2019-10-16,0.03,5,365,0,
38462330,"Cozy room in large, quiet apartment",15695135,Bryan,,Dorchester,42.318,-71.05904,Private room,75,14,0,,,1,77,0,STR-454712
39035114,"Boston Harbor, Encore Casino, North-end, BU, MIT.",247324615,Ana,,East Boston,42.38075,-71.03001,Entire home/apt,192,29,21,2020-07-27,0.73,2,19,0,STR-414692
39365653,Fantastic 2br apt with wonderful view Boston,102875095,Alex,,Jamaica Plain,42.32862,-71.11067,Entire home/apt,299,29,1,2021-03-27,0.08,13,365,1,STR-324156
40807525,1 bedroom near Berklee and NEU,184716902,清尧,,Fenway,42.3431,-71.08701,Private room,35,150,0,,,1,268,0,
40971193,Luxurious 4 bd/3.5 bath home w/private roofdeck,205105042,Eelam,,South Boston,42.33656,-71.02674,Entire home/apt,995,2,62,2022-03-05,2.43,1,0,22,STR-418682
41429954,Furnished Boston Studio w/ Concierge + Gym,48005494,Zeus,,South Boston Waterfront,42.35055,-71.04516,Entire home/apt,165,31,0,,,16,46,0,
41611361,Studio in Boston w/ Amenities + Great Location,48005494,Zeus,,South Boston Waterfront,42.35035,-71.04547,Entire home/apt,186,31,4,2022-01-16,0.33,16,316,4,
41615014,Boston 1BR at Watermark Seaport w/ Concierge + Gym,48005494,Zeus,,South Boston Waterfront,42.35064,-71.04693,Entire home/apt,174,31,5,2022-01-23,0.26,16,222,3,
41932749,Breathtaking 3BR w/Hot Tub! | Perfect Location | Walk Boston,57368627,Haley,,South Boston,42.33568,-71.05435,Entire home/apt,700,3,12,2021-08-02,0.62,1,6,9,STR-422447
42065558,Boston Fenway Inn,308490585,Boston Fenway Inn,,Fenway,42.34637,-71.08882,Hotel room,0,1,0,,,1,0,0,
42206911,Wonderful 2br apt at Boston's hospitals,102875095,Alex,,Jamaica Plain,42.32799,-71.11221,Entire home/apt,299,29,1,2020-09-19,0.05,13,90,0,
42376848,"138R1 · The Redlands 1 w/AC | 2BR 1BA w/EnSuite HdTv's | Short walk to train and near Brookline, Faulkner and walk to shopping!",71783,Lance,,West Roxbury,42.29253,-71.15331,Entire home/apt,97,30,4,2021-08-26,0.17,29,0,2,C0106780460
42449171,Magnificent Duplex Condo - Walk Everywhere!,2006852,Jay,,Fenway,42.34426,-71.0879,Entire home/apt,390,2,22,2022-03-12,1.25,8,293,19,STR-416410
42644088,Urban oasis - Parking/Downtown/Airport,7427795,Ella,,East Boston,42.38157,-71.03775,Entire home/apt,100,29,23,2021-01-31,0.97,8,0,0,STR-414601
43757873,4BR - Visit Boston Like a Local!,14561673,Megan,,Charlestown,42.38102,-71.06814,Entire home/apt,235,27,1,2021-08-31,0.15,1,75,1,STR-399155
43777109,The Cellar at Adams Village,218118364,Christy,,Dorchester,42.28544,-71.05732,Private room,69,3,10,2021-10-12,0.49,1,0,5,STR-392105
43846037,Clean apartment home | 1BR in Boston,359229620,Casey,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,243,91,0,,,111,365,0,
43846046,Clean apartment home | 1BR in Boston,359229620,Casey,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,216,91,0,,,111,365,0,
44235874,A place of your own | Studio in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,205,91,0,,,111,364,0,
44235875,A place of your own | 1BR in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,255,91,0,,,111,364,0,
44235880,A place of your own | Studio in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,218,91,0,,,111,364,0,
44616866,Luxury 2BR 2 BA with balcony and lake view,102875095,Alex,,Mission Hill,42.33086,-71.11302,Entire home/apt,499,29,3,2020-09-07,0.15,13,90,0,str-345612
44618598,Clean apartment home | 2BR in Boston,359229620,Casey,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,313,91,0,,,111,365,0,
45122669,Clean apartment home | Studio in Boston,359229620,Casey,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,237,91,0,,,111,365,0,
45122684,Clean apartment home | Studio in Boston,359229620,Casey,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,226,91,0,,,111,365,0,
45154764,A place of your own | 1BR in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,244,91,0,,,111,365,0,
45154765,A place of your own | Studio in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,214,91,0,,,111,364,0,
45154768,A place of your own | 1BR in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,237,91,0,,,111,364,0,
45154774,A place of your own | 1BR in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,228,91,0,,,111,365,0,
45154781,A place of your own | Studio in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,221,91,0,,,111,364,0,
45154799,A place of your own | Studio in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,211,91,0,,,111,364,0,
45332401,Fully Equipped Boston Private Bedroom with 2 beds,161147636,Laura,,Mission Hill,42.33338,-71.11149,Private room,82,1,112,2022-03-06,6.29,1,54,86,STR-429141
45515569,Boston Delight,156238894,Aftab,,Jamaica Plain,42.32363,-71.10309,Private room,40,1,4,2020-10-17,0.22,1,0,0,STR-436458
45667150,Live + Work + Stay + Easy | Studio in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,194,91,0,,,111,365,0,
45667153,Live + Work + Stay + Easy | Studio in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,198,91,0,,,111,365,0,
45667169,Live + Work + Stay + Easy | 1BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,213,91,0,,,111,365,0,
45667207,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,274,91,0,,,111,365,0,
45667211,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,279,91,0,,,111,365,0,
45667234,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,274,91,0,,,111,365,0,
45667248,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,319,91,0,,,111,365,0,
45667270,Live + Work + Stay + Easy | Studio in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,191,91,0,,,111,365,0,
45667282,Live + Work + Stay + Easy | Studio in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,194,91,0,,,111,365,0,
45667294,Live + Work + Stay + Easy | 1BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,237,91,0,,,111,365,0,
45667324,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,271,91,0,,,111,365,0,
45667342,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,281,91,0,,,111,365,0,
45667380,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,281,91,0,,,111,365,0,
45667386,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,273,91,0,,,111,365,0,
45689388,Stylish 1 Bedroom in Boston Financial District,22541573,Ken,,Downtown,42.3529,-71.05808,Entire home/apt,215,30,0,,,27,308,0,
45770660,A home you will love | 1 BR in Boston,368944610,Casey,,South End,42.34518,-71.06511,Entire home/apt,257,91,0,,,58,365,0,
45770662,A home you will love | Studio in Boston,368944610,Casey,,South End,42.34518,-71.06511,Entire home/apt,240,91,0,,,58,365,0,
45771693,345 Harrison,368944610,Casey,,South End,42.34518,-71.06511,Entire home/apt,256,91,0,,,58,365,0,
45771694,A home you will love | 1 BR in Boston,368944610,Casey,,South End,42.34518,-71.06511,Entire home/apt,265,91,0,,,58,365,0,
45771707,A home you will love | Studio in Boston,368944610,Casey,,South End,42.34518,-71.06511,Entire home/apt,242,91,0,,,58,365,0,
45771717,A home you will love | Studio in Boston,368944610,Casey,,South End,42.34518,-71.06511,Entire home/apt,240,91,0,,,58,365,0,
45775278,Brilliant apartment home | 1BR in Boston,368944610,Casey,,Back Bay,42.34604,-71.08087,Entire home/apt,263,91,0,,,58,365,0,
45776044,Brilliant apartment home | 2BR in Boston,368944610,Casey,,Back Bay,42.34604,-71.08087,Entire home/apt,298,91,0,,,58,365,0,
45776052,Brilliant apartment home | 1BR in Boston,368944610,Casey,,Back Bay,42.34604,-71.08087,Entire home/apt,274,91,0,,,58,365,0,
45788151,100 Pier 4,368944610,Casey,,South Boston Waterfront,42.35134,-71.04372,Entire home/apt,299,92,0,,,58,365,0,
45789046,100 Pier 4,368944610,Casey,,South Boston Waterfront,42.35134,-71.04372,Entire home/apt,277,92,0,,,58,365,0,
45800497,Live + Work + Stay + Easy | 1BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,225,91,0,,,111,365,0,
45800524,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,282,91,0,,,111,365,0,
45800526,Live + Work + Stay + Easy | 1BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,237,91,0,,,111,365,0,
45800527,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,273,91,0,,,111,365,0,
45800528,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,282,91,0,,,111,365,0,
45800529,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,282,91,0,,,111,365,0,
45800531,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,282,91,0,,,111,365,0,
45800541,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,274,91,0,,,111,365,0,
45800543,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,274,91,0,,,111,365,0,
45800551,Live + Work + Stay + Easy | 1BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,239,91,0,,,111,365,0,
45800553,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,274,91,0,,,111,365,0,
45800556,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,278,91,0,,,111,365,0,
45800569,Live + Work + Stay + Easy | Studio in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,191,91,0,,,111,365,0,
45800571,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,274,91,0,,,111,365,0,
45800582,Live + Work + Stay + Easy | Studio in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,197,91,0,,,111,365,0,
45800586,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,271,91,0,,,111,365,0,
45878987,Cozy Boston Condo with large private deck,5751309,Becca,,South Boston,42.33555,-71.05357,Entire home/apt,120,60,3,2021-05-15,0.19,1,238,2,
45893795,Live + Work + Stay + Easy | Studio in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,187,91,0,,,111,365,0,
45894644,Loft with Remote Workspace and Peloton Tread!,195253690,Brian,,Dorchester,42.31723,-71.05601,Entire home/apt,300,91,1,2021-05-01,0.09,1,0,1,
46074220,1 Bedroom in Fenway Cultural District,22541573,Ken,,Fenway,42.34367,-71.09797,Entire home/apt,215,30,0,,,27,342,0,
46117175,Contemporary 1 Bedroom in Fenway Cultural District,22541573,Ken,,Fenway,42.3437,-71.09667,Entire home/apt,210,30,0,,,27,341,0,
46384876,"Mod North Station Studio w/ Gym, W/D, Doorman, by Blueground",107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,301,91,0,,,191,116,0,
46463483,Live + Work + Stay + Easy | 1BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,233,91,0,,,111,365,0,
46508985,A place of your own | Studio in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,215,91,0,,,111,364,0,
46574531,HeartofHarvardSquareTOP quality  3 bedFreeParking,373675137,Liya,,Allston,42.37477,-71.12371,Entire home/apt,199,7,1,2021-01-04,0.07,23,281,0,
46620755,LA Vibes in the Heart of Boston,85533422,Justin Henry & Jorge,,Dorchester,42.31108,-71.04963,Entire home/apt,320,5,1,2021-06-30,0.11,1,49,1,STR-410337
46728945,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,279,91,0,,,111,365,0,
46776608,Clean apartment home | 1BR in Boston,359229620,Casey,,Jamaica Plain,42.3294,-71.11152,Entire home/apt,236,91,0,,,111,365,0,
47048153,Live + Work + Stay + Easy | 2BR in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,279,91,0,,,111,365,0,
47055367,A place of your own | 1BR in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,229,91,0,,,111,365,0,
47073455,Stunning & clean cozy studio in South End - Boston,107550719,Juanmari,,South End,42.34425,-71.06469,Entire home/apt,65,30,1,2021-08-30,0.15,1,1,1,
47107849,100 Pier 4,368944610,Casey,,South Boston Waterfront,42.35134,-71.04372,Entire home/apt,356,92,0,,,58,365,0,
47517409,Garrison Square,368944610,Casey,,Back Bay,42.34604,-71.08087,Entire home/apt,300,91,0,,,58,365,0,
47765315,100 Pier 4,368944610,Casey,,South Boston Waterfront,42.35134,-71.04372,Entire home/apt,363,92,0,,,58,365,0,
47794742,A home you will love | 1 BR in Boston,368944610,Casey,,South End,42.34518,-71.06511,Entire home/apt,266,91,0,,,58,365,0,
47833442,Live + Work + Stay + Easy | Studio in Boston,359229620,Casey,,Dorchester,42.32468,-71.06231,Entire home/apt,194,91,0,,,111,365,0,
47937035,A home you will love | Studio in Boston,368944610,Casey,,South End,42.34518,-71.06511,Entire home/apt,237,91,0,,,58,365,0,
47955017,Spacious 2BR + 100 Walkscore | Boston,212359760,Evonify,,Downtown,42.35082,-71.06358,Entire home/apt,212,1,3,2021-11-30,0.29,53,251,3,Exempt: This listing is a unit that has contracts with hospitals
48014691,A home you will love | 1 BR in Boston,368944610,Casey,,South End,42.34459,-71.06395,Entire home/apt,270,91,0,,,58,365,0,
48023816,"Cozy Studio Near MGH, Low Density Area",2356643,MyBostonTrip,,Downtown,42.35772,-71.06154,Entire home/apt,107,2,6,2022-01-12,1.02,43,340,6,STR-428031
48044562,A place of your own | Studio in Boston,359229620,Casey,,East Boston,42.37101,-71.04377,Entire home/apt,209,91,0,,,111,364,0,
48107201,A home you will love | Studio in Boston,368944610,Casey,,South End,42.34518,-71.06511,Entire home/apt,239,91,0,,,58,365,0,
48107205,A home you will love | Studio in Boston,368944610,Casey,,South End,42.34518,-71.06511,Entire home/apt,250,91,0,,,58,365,0,
48166080,Garrison Square,368944610,Casey,,Back Bay,42.34604,-71.08087,Entire home/apt,322,91,0,,,58,365,0,
48751068,Live + Work + Stay + Easy | Studio in Cambridge,359229620,Casey,,Charlestown,42.37283,-71.07772,Entire home/apt,178,92,0,,,111,365,0,
48973174,A place of your own | 2BR in Boston,359229620,Casey,,East Boston,42.37013,-71.04319,Entire home/apt,291,91,0,,,111,365,0,
49036410,Brilliant apartment home | 1BR in Boston,368944610,Casey,,Back Bay,42.3466,-71.08001,Entire home/apt,271,91,0,,,58,365,0,
49069246,100 Pier 4,368944610,Casey,,South Boston Waterfront,42.3506,-71.04298,Entire home/apt,337,92,0,,,58,365,0,
49186879,A home you will love | 2 BR in Boston,368944610,Casey,,South End,42.34435,-71.06464,Entire home/apt,353,91,0,,,58,365,0,
49396066,Clean apartment home | 1BR in Boston,368944610,Casey,,South Boston Waterfront,42.35057154050619,-71.04319358830948,Entire home/apt,273,92,0,,,58,365,0,
49503211,Houseboat White Elephant: Huge Downtown Rental!,105620455,SleepAfloat,,North End,42.36292,-71.05173,Entire home/apt,483,2,4,2021-10-22,0.44,7,141,4,STR-446888
49607687,A home you will love | Studio in Boston,368944610,Casey,,South End,42.34624,-71.06544,Entire home/apt,245,91,0,,,58,365,0,
49661557,Luxury Apt in Downtown Boston,102875095,Alex,,Downtown,42.35296,-71.0583,Entire home/apt,299,1,0,,,13,346,0,Str-543789
49668504,Live + Work + Stay + Easy | Studio in Boston,359229620,Casey,,Dorchester,42.32351,-71.06129,Entire home/apt,191,91,0,,,111,365,0,
49771310,Cozy apartment for you | 1 BR in Brighton,359229620,Casey,,Brighton,42.36065,-71.14387,Entire home/apt,257,91,0,,,111,365,0,
49771514,"Live on the ocean, Incredible 2br apt Boston",102875095,Alex,,East Boston,42.36774,-71.03934,Entire home/apt,499,7,0,,,13,352,0,Str-525467
49787629,Brilliant apartment home | 2BR in Boston,368944610,Casey,,Back Bay,42.3449,-71.08185,Entire home/apt,293,91,0,,,58,365,0,
49823127,100 Pier 4,368944610,Casey,,South Boston Waterfront,42.35173,-71.04487,Entire home/apt,287,92,0,,,58,365,0,
